"AÑO","CODIGOAP","CODIGOPROGRAMA","CODIGOINCISO","CODIGOUNIDADEJECUTORA","ASIGNACION","EJECUCION","PFI","CODIGOTEMA","CODIGOSUBTEMA"
"2012","15","815","7","5","218629","218629","Personal","15","815"
"2013","7","320","7","5","231643618","218118950","Funcionamiento","7","320"
"2013","7","320","7","5","19410145","19388028","Inversión","7","320"
"2013","7","320","7","5","747824040","614558475","Personal","7","320"
"2014","7","320","7","5","271181876","255967789","Funcionamiento","7","320"
"2013","15","815","7","5","236527","236527","Personal","15","815"
"2014","7","320","7","5","19410145","19409565","Inversión","7","320"
"2014","7","320","7","5","979476737","787443135","Personal","7","320"
"2014","15","815","7","5","191448","191448","Personal","15","815"
"2015","7","320","7","5","275000958","262508701","Funcionamiento","7","320"
"2015","7","320","7","5","19410145","19403611","Inversión","7","320"
"2015","7","320","7","5","1062663859","832317896","Personal","7","320"
"2016","7","320","7","5","215086554","198079705","Funcionamiento","7","320"
"2015","15","815","7","5","162555","162555","Personal","15","815"
"2016","7","320","7","5","19409565","19336018","Inversión","7","320"
"2016","7","320","7","5","1199389625","914418035","Personal","7","320"
"2016","15","815","7","5","178980","178980","Personal","15","815"
"2017","7","320","7","5","204425861","201809791","Funcionamiento","7","320"
"2017","7","320","7","5","19409565","19288121","Inversión","7","320"
"2017","7","320","7","5","1250344732","941178955","Personal","7","320"
"2018","7","320","7","5","212165696","0","Funcionamiento","7","320"
"2017","15","815","7","5","194667","194667","Personal","15","815"
"2018","7","320","7","5","26309565","0","Inversión","7","320"
"2018","7","320","7","5","1274707136","0","Personal","7","320"
"2018","15","815","7","5","208785","0","Personal","15","815"
"2019","7","320","7","5","172306161","0","Funcionamiento","7","320"
"2019","7","320","7","5","19409565","0","Inversión","7","320"
"2019","7","320","7","5","1289411375","0","Personal","7","320"
"2011","7","322","7","2","12125536","3009238","Inversión","7","322"
"2019","15","815","7","5","226744","0","Personal","15","815"
"2011","7","322","7","2","42349567","25161481","Funcionamiento","7","322"
"2011","7","322","7","2","92693962","72071308","Personal","7","322"
"2012","7","322","7","2","41457924","35714833","Funcionamiento","7","322"
"2012","7","322","7","2","12125536","8870695","Inversión","7","322"
"2012","7","322","7","2","102676803","75826772","Personal","7","322"
"2013","7","322","7","2","43177716","39703397","Funcionamiento","7","322"
"2013","7","322","7","2","12125536","9451294","Inversión","7","322"
"2013","7","322","7","2","109006069","81747878","Personal","7","322"
"2014","7","322","7","2","41874557","39311549","Funcionamiento","7","322"
"2014","7","322","7","2","12125536","12070572","Inversión","7","322"
"2014","7","322","7","2","119896323","90920981","Personal","7","322"
"2015","7","322","7","2","41170832","40042913","Funcionamiento","7","322"
"2015","7","322","7","2","12125536","11859264","Inversión","7","322"
"2015","7","322","7","2","130743147","95850279","Personal","7","322"
"2016","7","322","7","2","39916726","33435432","Funcionamiento","7","322"
"2016","7","322","7","2","12070572","9081540","Inversión","7","322"
"2016","7","322","7","2","137748941","110742221","Personal","7","322"
"2017","7","322","7","2","40529364","38073760","Funcionamiento","7","322"
"2017","7","322","7","2","12070572","8126365","Inversión","7","322"
"2017","7","322","7","2","144852281","114134221","Personal","7","322"
"2018","7","322","7","2","44945438","0","Funcionamiento","7","322"
"2018","7","322","7","2","12070572","0","Inversión","7","322"
"2018","7","322","7","2","154510700","0","Personal","7","322"
"2019","7","322","7","2","41453309","0","Funcionamiento","7","322"
"2019","7","322","7","2","12070572","0","Inversión","7","322"
"2019","7","322","7","2","155048312","0","Personal","7","322"
"2011","8","344","15","1","606950","606950","Funcionamiento","8","344"
"2011","8","345","15","1","21745472","18609925","Funcionamiento","8","345"
"2011","8","345","15","1","3204696","1472026","Inversión","8","345"
"2011","8","346","15","1","32429948","23988258","Funcionamiento","8","346"
"2011","11","400","15","1","129767522","119053516","Funcionamiento","11","400"
"2011","11","400","15","1","2427800","1165461","Inversión","11","400"
"2011","11","401","15","1","1876256309","1818388913","Funcionamiento","11","401"
"2011","11","401","15","1","34692538","30267203","Inversión","11","401"
"2011","11","401","15","1","258990993","163842226","Personal","11","401"
"2011","13","440","15","1","21708862","4209809","Funcionamiento","13","440"
"2011","13","440","15","1","1480958","66221","Inversión","13","440"
"2011","16","500","15","1","53358103","47834890","Funcionamiento","16","500"
"2012","13","440","15","1","16112534","15950609","Funcionamiento","13","440"
"2012","8","344","15","1","990640","990640","Funcionamiento","8","344"
"2012","8","345","15","1","15352614","15346078","Funcionamiento","8","345"
"2012","8","345","15","1","3204696","2215056","Inversión","8","345"
"2012","8","346","15","1","65497105","63808782","Funcionamiento","8","346"
"2012","8","346","15","1","393719","0","Personal","8","346"
"2012","11","400","15","1","175837249","167205893","Funcionamiento","11","400"
"2012","11","400","15","1","4855600","1897735","Inversión","11","400"
"2012","11","400","15","1","107815","0","Personal","11","400"
"2012","11","401","15","1","2241478850","2198847825","Funcionamiento","11","401"
"2012","11","401","15","1","34992538","33857592","Inversión","11","401"
"2012","11","401","15","1","316162918","182086484","Personal","11","401"
"2012","13","440","15","1","7744682","792350","Inversión","13","440"
"2012","16","500","15","1","83017184","78457546","Funcionamiento","16","500"
"2013","8","344","15","1","833382","833100","Funcionamiento","8","344"
"2013","8","345","15","1","6691506","6452441","Funcionamiento","8","345"
"2013","8","345","15","1","3204696","2090903","Inversión","8","345"
"2013","8","346","15","1","47583971","47134795","Funcionamiento","8","346"
"2013","8","346","15","1","619940","0","Personal","8","346"
"2013","11","400","15","1","205857035","191616414","Funcionamiento","11","400"
"2013","11","400","15","1","5148400","4217705","Inversión","11","400"
"2013","11","400","15","1","1","0","Personal","11","400"
"2013","11","401","15","1","2732601810","2675458743","Funcionamiento","11","401"
"2013","11","401","15","1","33692538","12592434","Inversión","11","401"
"2013","11","401","15","1","380027453","207340435","Personal","11","401"
"2013","13","440","15","1","13169186","13058577","Funcionamiento","13","440"
"2013","13","440","15","1","1432402","544248","Inversión","13","440"
"2013","16","500","15","1","47956661","37234318","Funcionamiento","16","500"
"2014","13","440","15","1","11227920","10682539","Funcionamiento","13","440"
"2014","8","344","15","1","493280","488000","Funcionamiento","8","344"
"2014","8","345","15","1","4828326","4816382","Funcionamiento","8","345"
"2014","8","346","15","1","31366005","31350439","Funcionamiento","8","346"
"2014","8","346","15","1","5","0","Personal","8","346"
"2014","11","400","15","1","115417068","114265625","Funcionamiento","11","400"
"2014","11","400","15","1","2427800","392609","Inversión","11","400"
"2014","11","401","15","1","2156835913","2154302010","Funcionamiento","11","401"
"2014","11","401","15","1","31697706","17580325","Inversión","11","401"
"2014","11","401","15","1","391360859","240748306","Personal","11","401"
"2014","13","440","15","1","607682","0","Inversión","13","440"
"2014","16","500","15","1","29836001","29433705","Funcionamiento","16","500"
"2015","8","344","15","1","517280","517280","Funcionamiento","8","344"
"2015","8","345","15","1","4593446","4593446","Funcionamiento","8","345"
"2015","8","346","15","1","37463882","37195163","Funcionamiento","8","346"
"2015","8","346","15","1","534760","0","Personal","8","346"
"2015","11","400","15","1","141506412","140306066","Funcionamiento","11","400"
"2015","11","400","15","1","2427800","2202299","Inversión","11","400"
"2015","11","401","15","1","874623129","866572438","Funcionamiento","11","401"
"2015","11","401","15","1","34624509","33659920","Inversión","11","401"
"2015","11","401","15","1","420881760","255363707","Personal","11","401"
"2015","13","440","15","1","30118044","29735449","Funcionamiento","13","440"
"2015","13","440","15","1","607682","389057","Inversión","13","440"
"2015","16","500","15","1","8210507","8186262","Funcionamiento","16","500"
"2016","16","500","15","1","7056832","5657968","Funcionamiento","16","500"
"2016","8","346","15","1","4965367","0","Personal","8","346"
"2016","11","400","15","1","74781637","70836052","Funcionamiento","11","400"
"2016","11","400","15","1","392609","255834","Inversión","11","400"
"2016","11","401","15","1","1310171363","1296028872","Funcionamiento","11","401"
"2016","11","401","15","1","19946659","18199454","Inversión","11","401"
"2016","11","401","15","1","471347260","285676698","Personal","11","401"
"2016","11","403","15","1","291801122","243862609","Funcionamiento","11","403"
"2016","11","403","15","1","22840000","21310560","Inversión","11","403"
"2016","11","403","15","1","9374630","1978940","Personal","11","403"
"2017","8","346","15","1","4780762","0","Personal","8","346"
"2017","11","400","15","1","79530371","72397697","Funcionamiento","11","400"
"2017","11","400","15","1","392609","0","Inversión","11","400"
"2017","11","401","15","1","1497685965","1406276092","Funcionamiento","11","401"
"2017","11","401","15","1","19839644","17576330","Inversión","11","401"
"2017","11","401","15","1","537927919","327608927","Personal","11","401"
"2017","11","403","15","1","826044712","695965265","Funcionamiento","11","403"
"2017","11","403","15","1","14721000","13039668","Inversión","11","403"
"2017","11","403","15","1","6092767","2517122","Personal","11","403"
"2017","16","500","15","1","6809489","6758087","Funcionamiento","16","500"
"2014","16","500","15","2","44228087","44167582","Funcionamiento","16","500"
"2018","8","346","15","1","5719137","0","Personal","8","346"
"2018","11","400","15","1","106444899","0","Funcionamiento","11","400"
"2018","11","400","15","1","392609","0","Inversión","11","400"
"2018","11","401","15","1","1376177228","0","Funcionamiento","11","401"
"2018","11","401","15","1","20991088","0","Inversión","11","401"
"2018","11","401","15","1","1113239590","0","Personal","11","401"
"2018","11","403","15","1","1108700000","0","Funcionamiento","11","403"
"2018","11","403","15","1","11517890","0","Personal","11","403"
"2019","8","346","15","1","5719137","0","Personal","8","346"
"2019","11","400","15","1","66717733","0","Funcionamiento","11","400"
"2019","11","400","15","1","392609","0","Inversión","11","400"
"2019","11","401","15","1","710751754","0","Funcionamiento","11","401"
"2019","11","401","15","1","19839644","0","Inversión","11","401"
"2019","11","401","15","1","1562492930","0","Personal","11","401"
"2019","11","403","15","1","1138700000","0","Funcionamiento","11","403"
"2019","11","403","15","1","15027404","0","Personal","11","403"
"2014","11","400","15","2","125043218","125042953","Funcionamiento","11","400"
"2014","11","401","15","2","1143289695","1142398736","Funcionamiento","11","401"
"2014","11","401","15","2","2259544","2259319","Inversión","11","401"
"2014","11","401","15","2","25376167","23317534","Personal","11","401"
"2015","11","400","15","2","186074842","183995952","Funcionamiento","11","400"
"2015","11","401","15","2","2957005434","2948591662","Funcionamiento","11","401"
"2015","11","401","15","2","86190","86190","Inversión","11","401"
"2015","11","401","15","2","41058096","38094238","Personal","11","401"
"2015","16","500","15","2","100101853","100063555","Funcionamiento","16","500"
"2016","16","500","15","2","97449121","96580633","Funcionamiento","16","500"
"2016","11","400","15","2","159838868","157891523","Funcionamiento","11","400"
"2016","11","401","15","2","3505825565","3482848659","Funcionamiento","11","401"
"2016","11","401","15","2","675270","675270","Inversión","11","401"
"2016","11","401","15","2","50143541","48238988","Personal","11","401"
"2017","11","400","15","2","206532359","201424630","Funcionamiento","11","400"
