"AÑO","CODIGOAP","CODIGOPROGRAMA","CODIGOINCISO","CODIGOUNIDADEJECUTORA","ASIGNACION","EJECUCION","PFI","CODIGOTEMA","CODIGOSUBTEMA"
"2011","15","490","5","1","95000","67921","Inversión","15","490"
"2011","15","490","5","1","13756224","12081273","Personal","15","490"
"2011","15","815","5","1","471244","471244","Personal","15","815"
"2012","4","261","5","1","1028100","0","Funcionamiento","4","261"
"2012","7","320","5","1","6807448","6646669","Funcionamiento","7","320"
"2012","7","320","5","1","42315485","39477618","Personal","7","320"
"2012","15","488","5","1","83954571","62517140","Funcionamiento","83","488"
"2012","15","488","5","1","12919640","10018446","Inversión","83","488"
"2012","15","488","5","1","260845410","140889011","Personal","83","488"
"2013","7","320","5","1","5009133","4977872","Funcionamiento","7","320"
"2012","15","490","5","1","2539777","2485201","Funcionamiento","15","490"
"2012","15","490","5","1","95000","0","Inversión","15","490"
"2012","15","490","5","1","14065463","11371108","Personal","15","490"
"2012","15","815","5","1","442178","442178","Personal","15","815"
"2013","4","261","5","1","10742332","5756693","Personal","4","261"
"2013","7","320","5","1","45769136","40590183","Personal","7","320"
"2013","15","488","5","1","66722867","43519763","Funcionamiento","83","488"
"2013","15","488","5","1","18154640","16655668","Inversión","83","488"
"2013","15","488","5","1","279705600","156566280","Personal","83","488"
"2013","15","490","5","1","6645205","6435800","Funcionamiento","15","490"
"2013","15","490","5","1","315000","45777","Inversión","15","490"
"2013","15","490","5","1","15318288","12568672","Personal","15","490"
"2013","15","815","5","1","366802","366802","Personal","15","815"
"2014","4","261","5","1","2000000","0","Funcionamiento","4","261"
"2014","4","261","5","1","7553900","6174953","Personal","4","261"
"2014","7","320","5","1","5140695","5041039","Funcionamiento","7","320"
"2014","7","320","5","1","47005663","44204079","Personal","7","320"
"2014","15","488","5","1","102958452","81044156","Funcionamiento","83","488"
"2014","15","488","5","1","23953884","7437882","Inversión","83","488"
"2014","15","488","5","1","518816759","192134072","Personal","83","488"
"2014","15","490","5","1","4983966","4052147","Funcionamiento","15","490"
"2014","15","490","5","1","17740198","16777984","Personal","15","490"
"2014","15","815","5","1","230973","230973","Personal","15","815"
"2015","4","261","5","1","8305284","7152835","Personal","4","261"
"2015","7","320","5","1","6259864","6234605","Funcionamiento","7","320"
"2015","7","320","5","1","50137705","44116483","Personal","7","320"
"2015","15","488","5","1","72899387","56920897","Funcionamiento","83","488"
"2015","15","488","5","1","24494548","20070590","Inversión","83","488"
"2015","15","488","5","1","557709879","207318650","Personal","83","488"
"2016","7","320","5","1","3948732","3890285","Funcionamiento","7","320"
"2015","15","490","5","1","7660353","7234606","Funcionamiento","15","490"
"2015","15","490","5","1","15525","0","Inversión","15","490"
"2015","15","490","5","1","20484825","18052291","Personal","15","490"
"2015","15","815","5","1","196597","196597","Personal","15","815"
"2016","4","261","5","1","9434078","7568364","Personal","4","261"
"2016","7","320","5","1","55998223","49535828","Personal","7","320"
"2016","15","488","5","1","64593151","62172452","Funcionamiento","83","488"
"2016","15","488","5","1","19638141","16438106","Inversión","83","488"
"2016","15","488","5","1","516824466","242480689","Personal","83","488"
"2016","15","490","5","1","11116699","10003962","Funcionamiento","15","490"
"2016","15","490","5","1","290000","0","Inversión","15","490"
"2016","15","490","5","1","23606892","21243658","Personal","15","490"
"2016","15","815","5","1","196895","196895","Personal","15","815"
"2017","4","261","5","1","12648879","10457931","Personal","4","261"
"2017","7","320","5","1","8362605","8261566","Funcionamiento","7","320"
"2017","7","320","5","1","55305283","48561517","Personal","7","320"
"2017","15","488","5","1","59790023","54107073","Funcionamiento","83","488"
"2017","15","488","5","1","45559265","32967942","Inversión","83","488"
"2017","15","488","5","1","538875573","261833141","Personal","83","488"
"2018","7","320","5","1","8998362","0","Funcionamiento","7","320"
"2017","15","490","5","1","24836420","24320442","Funcionamiento","15","490"
"2017","15","490","5","1","500000","476761","Inversión","15","490"
"2017","15","490","5","1","26305347","25112171","Personal","15","490"
"2017","15","815","5","1","215224","215224","Personal","15","815"
"2018","4","261","5","1","14086833","0","Personal","4","261"
"2018","7","320","5","1","61965170","0","Personal","7","320"
"2018","15","488","5","1","78435035","0","Funcionamiento","83","488"
"2018","15","488","5","1","25718390","0","Inversión","83","488"
"2018","15","488","5","1","542100256","0","Personal","83","488"
"2018","15","490","5","1","14225501","0","Funcionamiento","15","490"
"2018","15","490","5","1","290000","0","Inversión","15","490"
"2018","15","490","5","1","36822051","0","Personal","15","490"
"2018","15","815","5","1","231944","0","Personal","15","815"
"2019","4","261","5","1","12943494","0","Personal","4","261"
"2019","7","320","5","1","2481054","0","Funcionamiento","7","320"
"2019","7","320","5","1","53738284","0","Personal","7","320"
"2019","15","488","5","1","64343869","0","Funcionamiento","83","488"
"2019","15","488","5","1","19508418","0","Inversión","83","488"
"2019","15","488","5","1","541292951","0","Personal","83","488"
"2011","12","421","5","9","7812036","4634269","Inversión","12","421"
"2019","15","490","5","1","9220849","0","Funcionamiento","15","490"
"2019","15","490","5","1","290000","0","Inversión","15","490"
"2019","15","490","5","1","33206456","0","Personal","15","490"
"2019","15","815","5","1","125881","0","Personal","15","815"
"2011","15","489","5","7","269529614","194584935","Funcionamiento","15","489"
"2011","15","489","5","7","140228120","126635229","Inversión","15","489"
"2011","15","489","5","7","1003089712","739285555","Personal","15","489"
"2011","15","815","5","7","73295","73295","Personal","15","815"
"2012","15","489","5","7","288366432","217274127","Funcionamiento","15","489"
"2012","15","489","5","7","64455195","62861298","Inversión","15","489"
"2012","15","489","5","7","1101671548","787130942","Personal","15","489"
"2012","15","815","5","7","77207","77207","Personal","15","815"
"2013","15","489","5","7","302687428","285179308","Funcionamiento","15","489"
"2013","15","489","5","7","70869351","70172728","Inversión","15","489"
"2013","15","489","5","7","1194473511","821354230","Personal","15","489"
"2013","15","815","5","7","86609","86609","Personal","15","815"
"2014","15","489","5","7","316132449","306166320","Funcionamiento","15","489"
"2014","15","489","5","7","73259351","71642389","Inversión","15","489"
"2014","15","489","5","7","1126994463","970608288","Personal","15","489"
"2014","15","815","5","7","95372","95372","Personal","15","815"
"2015","15","489","5","7","248660249","239165036","Funcionamiento","15","489"
"2015","15","489","5","7","72196129","72104675","Inversión","15","489"
"2015","15","489","5","7","1209908527","1015290368","Personal","15","489"
"2015","15","815","5","7","104279","104279","Personal","15","815"
"2016","15","489","5","7","280467832","259096347","Funcionamiento","15","489"
"2016","15","489","5","7","27750766","27436295","Inversión","15","489"
"2016","15","489","5","7","1142622951","1018299252","Personal","15","489"
"2016","15","815","5","7","115413","115413","Personal","15","815"
"2017","15","489","5","7","249895324","234569079","Funcionamiento","15","489"
"2017","15","489","5","7","34111360","23893131","Inversión","15","489"
"2017","15","489","5","7","1140931355","1058789460","Personal","15","489"
"2017","15","815","5","7","58137","58137","Personal","15","815"
"2018","15","489","5","7","267980687","0","Funcionamiento","15","489"
"2018","15","489","5","7","29951860","0","Inversión","15","489"
"2018","15","489","5","7","1140031989","0","Personal","15","489"
"2018","15","815","5","7","16467","0","Personal","15","815"
"2019","15","489","5","7","270817728","0","Funcionamiento","15","489"
"2019","15","489","5","7","29801860","0","Inversión","15","489"
"2019","15","489","5","7","1174351520","0","Personal","15","489"
"2019","15","815","5","7","1","0","Personal","15","815"
"2011","12","421","5","9","34166321","28276260","Funcionamiento","12","421"
"2011","12","421","5","9","132815996","92905045","Personal","12","421"
"2011","15","815","5","9","206582","206582","Personal","15","815"
"2012","12","421","5","9","33271600","28834166","Funcionamiento","12","421"
"2012","12","421","5","9","8052406","6295792","Inversión","12","421"
"2012","12","421","5","9","151926490","100868917","Personal","12","421"
"2012","15","815","5","9","234038","234038","Personal","15","815"
"2013","12","421","5","9","28049903","26534925","Funcionamiento","12","421"
"2013","12","421","5","9","10695250","7705167","Inversión","12","421"
"2013","12","421","5","9","168318122","112232701","Personal","12","421"
"2013","15","815","5","9","254099","254099","Personal","15","815"
"2014","12","421","5","9","31547830","28024639","Funcionamiento","12","421"
"2014","12","421","5","9","11504432","7757905","Inversión","12","421"
"2014","12","421","5","9","188008149","127182356","Personal","12","421"
"2014","15","815","5","9","278469","278469","Personal","15","815"
"2015","12","421","5","9","30165091","29093959","Funcionamiento","12","421"
"2015","12","421","5","9","5552406","4993857","Inversión","12","421"
"2015","12","421","5","9","201014008","130480042","Personal","12","421"
"2015","15","815","5","9","304473","304473","Personal","15","815"
"2016","12","421","5","9","29153421","28424031","Funcionamiento","12","421"
"2016","12","421","5","9","9679724","9155277","Inversión","12","421"
"2016","12","421","5","9","169368726","134770917","Personal","12","421"
"2016","15","815","5","9","336447","336447","Personal","15","815"
"2017","12","421","5","9","32881969","31401041","Funcionamiento","12","421"
"2017","12","421","5","9","7779724","6923616","Inversión","12","421"
"2017","12","421","5","9","183172093","156793696","Personal","12","421"
"2017","15","815","5","9","336695","336695","Personal","15","815"
"2018","12","421","5","9","30836337","0","Funcionamiento","12","421"
"2018","12","421","5","9","7779724","0","Inversión","12","421"
"2018","12","421","5","9","198318729","0","Personal","12","421"
"2018","15","815","5","9","282919","0","Personal","15","815"
"2019","12","421","5","9","29838519","0","Funcionamiento","12","421"
"2019","12","421","5","9","7779724","0","Inversión","12","421"
"2019","12","421","5","9","205312871","0","Personal","12","421"
"2019","15","815","5","9","152214","0","Personal","15","815"
"2011","15","491","5","8","31244491","22858841","Funcionamiento","15","491"
"2011","15","491","5","8","1956156","301762","Inversión","15","491"
"2011","15","491","5","8","102837241","88013866","Personal","15","491"
"2012","15","491","5","8","42904658","33678867","Funcionamiento","15","491"
"2012","15","491","5","8","4881156","4440752","Inversión","15","491"
"2012","15","491","5","8","110912920","92657890","Personal","15","491"
"2013","15","491","5","8","49641346","44068195","Funcionamiento","15","491"
"2013","15","491","5","8","1431156","1330016","Inversión","15","491"
"2013","15","491","5","8","118134479","90587705","Personal","15","491"
"2014","15","491","5","8","53517414","45078368","Funcionamiento","15","491"
"2014","15","491","5","8","1931156","1204399","Inversión","15","491"
"2014","15","491","5","8","127525163","107400849","Personal","15","491"
"2015","15","491","5","8","56497771","47653852","Funcionamiento","15","491"
"2015","15","491","5","8","5637767","4971617","Inversión","15","491"
"2015","15","491","5","8","138389095","111925646","Personal","15","491"
"2016","15","491","5","8","44705142","41511280","Funcionamiento","15","491"
"2016","15","491","5","8","4639778","4360722","Inversión","15","491"
"2016","15","491","5","8","143050572","122149327","Personal","15","491"
"2017","15","491","5","8","63460393","61312582","Funcionamiento","15","491"
"2017","15","491","5","8","5770000","5311538","Inversión","15","491"
"2017","15","491","5","8","154453031","116125836","Personal","15","491"
"2018","15","491","5","8","47993145","0","Funcionamiento","15","491"
"2018","15","491","5","8","4318000","0","Inversión","15","491"
"2018","15","491","5","8","160272077","0","Personal","15","491"
"2019","15","491","5","8","45618549","0","Funcionamiento","15","491"
"2019","15","491","5","8","4102000","0","Inversión","15","491"
"2019","15","491","5","8","161097702","0","Personal","15","491"
"2011","15","488","5","4","3916898","2939281","Funcionamiento","83","488"
"2011","15","488","5","4","131927","16638","Inversión","83","488"
"2011","15","488","5","4","27253831","17186714","Personal","83","488"
"2012","15","488","5","4","4027966","3340393","Funcionamiento","83","488"
"2012","15","488","5","4","131927","129750","Inversión","83","488"
"2012","15","488","5","4","31357648","18925023","Personal","83","488"
"2013","15","488","5","4","2139456","1904526","Funcionamiento","83","488"
"2013","15","488","5","4","131927","131808","Inversión","83","488"
"2013","15","488","5","4","34441062","21548376","Personal","83","488"
"2014","15","488","5","4","4489235","3787068","Funcionamiento","83","488"
"2014","15","488","5","4","131927","67670","Inversión","83","488"
"2014","15","488","5","4","42307343","24683001","Personal","83","488"
"2015","15","488","5","4","2799052","1726104","Funcionamiento","83","488"
"2015","15","488","5","4","131927","126335","Inversión","83","488"
"2015","15","488","5","4","47408907","29005856","Personal","83","488"
"2016","15","488","5","4","1754762","1423515","Funcionamiento","83","488"
"2016","15","488","5","4","67670","67554","Inversión","83","488"
"2016","15","488","5","4","37941659","30576824","Personal","83","488"
"2017","15","488","5","4","1787499","1442433","Funcionamiento","83","488"
"2017","15","488","5","4","67670","65850","Inversión","83","488"
"2017","15","488","5","4","45582161","36145383","Personal","83","488"
"2018","15","488","5","4","1860218","0","Funcionamiento","83","488"
"2018","15","488","5","4","67670","0","Inversión","83","488"
"2018","15","488","5","4","49771026","0","Personal","83","488"
"2019","15","488","5","4","1779766","0","Funcionamiento","83","488"
"2019","15","488","5","4","67670","0","Inversión","83","488"
"2019","15","488","5","4","50240738","0","Personal","83","488"
"2016","7","322","7","9","187498","187498","Funcionamiento","7","322"
"2016","7","322","7","9","1999999","1781354","Inversión","7","322"
"2016","7","322","7","9","8602184","1185574","Personal","7","322"
"2017","7","322","7","9","5979790","5680816","Funcionamiento","7","322"
"2017","7","322","7","9","2000000","1117981","Inversión","7","322"
"2017","7","322","7","9","11824989","9420824","Personal","7","322"
"2018","7","322","7","9","12898964","0","Funcionamiento","7","322"
"2018","7","322","7","9","2000000","0","Inversión","7","322"
"2018","7","322","7","9","33053748","0","Personal","7","322"
"2019","7","322","7","9","22676247","0","Funcionamiento","7","322"
"2019","7","322","7","9","2000000","0","Inversión","7","322"
"2019","7","322","7","9","24130428","0","Personal","7","322"
"2011","7","320","7","4","50483041","48500522","Funcionamiento","7","320"
"2011","7","320","7","4","13466867","13415784","Inversión","7","320"
"2011","7","320","7","4","145093012","119559526","Personal","7","320"
"2011","15","815","7","4","908874","908874","Personal","15","815"
"2012","7","320","7","4","50611799","49174212","Funcionamiento","7","320"
"2012","7","320","7","4","12346867","8272414","Inversión","7","320"
"2012","7","320","7","4","158369997","124273133","Personal","7","320"
"2013","7","320","7","4","52946967","51085240","Funcionamiento","7","320"
"2012","15","815","7","4","989947","989947","Personal","15","815"
"2013","7","320","7","4","7466867","7397063","Inversión","7","320"
"2013","7","320","7","4","171468350","131185052","Personal","7","320"
"2013","15","815","7","4","1018248","1018248","Personal","15","815"
"2014","7","320","7","4","63176371","61146381","Funcionamiento","7","320"
"2014","7","320","7","4","7466867","7464430","Inversión","7","320"
"2014","7","320","7","4","226370631","190764585","Personal","7","320"
"2015","7","320","7","4","72900935","72291151","Funcionamiento","7","320"
"2014","15","815","7","4","1050949","1050949","Personal","15","815"
"2015","7","320","7","4","7466867","7458998","Inversión","7","320"
"2015","7","320","7","4","244863401","198554801","Personal","7","320"
"2015","15","815","7","4","1186916","1186916","Personal","15","815"
"2016","7","320","7","4","80057135","77671550","Funcionamiento","7","320"
"2016","7","320","7","4","4464430","4283751","Inversión","7","320"
"2016","7","320","7","4","290588238","216793819","Personal","7","320"
"2017","7","320","7","4","81029036","79969064","Funcionamiento","7","320"
"2016","15","815","7","4","1261181","1261181","Personal","15","815"
"2017","7","320","7","4","7464430","7287477","Inversión","7","320"
"2017","7","320","7","4","309800652","237768557","Personal","7","320"
"2017","15","815","7","4","1239379","1239379","Personal","15","815"
"2018","7","320","7","4","78599007","0","Funcionamiento","7","320"
"2018","7","320","7","4","11214430","0","Inversión","7","320"
"2018","7","320","7","4","322648764","0","Personal","7","320"
"2019","7","320","7","4","77415711","0","Funcionamiento","7","320"
"2018","15","815","7","4","1328063","0","Personal","15","815"
"2019","7","320","7","4","7464430","0","Inversión","7","320"
"2019","7","320","7","4","327205614","0","Personal","7","320"
"2019","15","815","7","4","1228418","0","Personal","15","815"
"2011","7","323","7","6","8088618","6991150","Funcionamiento","7","323"
"2011","7","323","7","6","1452412","908018","Inversión","7","323"
"2011","7","323","7","6","30144042","25794808","Personal","7","323"
"2012","7","323","7","6","8562219","7168850","Funcionamiento","7","323"
"2012","7","323","7","6","5484416","1457824","Inversión","7","323"
"2012","7","323","7","6","35183715","25839220","Personal","7","323"
"2013","7","323","7","6","8997158","7315467","Funcionamiento","7","323"
"2013","7","323","7","6","3964016","1677014","Inversión","7","323"
"2013","7","323","7","6","38806522","29556100","Personal","7","323"
"2014","7","323","7","6","8799699","7074876","Funcionamiento","7","323"
"2014","7","323","7","6","2878016","2238186","Inversión","7","323"
"2014","7","323","7","6","43147099","31807371","Personal","7","323"
"2015","7","323","7","6","7706117","6063992","Funcionamiento","7","323"
"2015","7","323","7","6","978280","687278","Inversión","7","323"
"2015","7","323","7","6","47399010","33135187","Personal","7","323"
"2016","7","323","7","6","7740176","6884654","Funcionamiento","7","323"
"2016","7","323","7","6","674196","386084","Inversión","7","323"
"2016","7","323","7","6","54390023","37026749","Personal","7","323"
"2017","7","323","7","6","7341644","6776659","Funcionamiento","7","323"
"2017","7","323","7","6","674196","385236","Inversión","7","323"
"2017","7","323","7","6","57704065","42176201","Personal","7","323"
"2018","7","323","7","6","10359482","0","Funcionamiento","7","323"
"2018","7","323","7","6","674196","0","Inversión","7","323"
"2018","7","323","7","6","63505768","0","Personal","7","323"
"2019","7","323","7","6","8385446","0","Funcionamiento","7","323"
"2019","7","323","7","6","674196","0","Inversión","7","323"
"2019","7","323","7","6","65199332","0","Personal","7","323"
"2011","7","320","7","3","1721408","1292847","Funcionamiento","7","320"
"2011","7","320","7","3","138336145","101946350","Inversión","7","320"
"2011","7","320","7","3","2894761","0","Personal","7","320"
"2011","10","380","7","3","19414982","12149917","Funcionamiento","10","380"
"2011","10","380","7","3","2951345","638571","Inversión","10","380"
"2011","10","380","7","3","61535740","49562273","Personal","10","380"
"2011","15","815","7","3","132124","132124","Personal","15","815"
"2012","7","320","7","3","1393491","893320","Funcionamiento","7","320"
"2012","7","320","7","3","86415540","85287504","Inversión","7","320"
"2012","7","320","7","3","2398417","206713","Personal","7","320"
"2012","10","380","7","3","26160037","14034080","Funcionamiento","10","380"
"2012","10","380","7","3","15943843","3672878","Inversión","10","380"
"2012","10","380","7","3","70923818","49841390","Personal","10","380"
"2012","15","815","7","3","138092","138092","Personal","15","815"
"2013","7","320","7","3","1525493","1457529","Funcionamiento","7","320"
"2013","10","380","7","3","35279466","32129435","Funcionamiento","10","380"
"2013","10","380","7","3","9327188","4428796","Inversión","10","380"
"2013","10","380","7","3","76366937","51694862","Personal","10","380"
"2013","15","815","7","3","139211","139211","Personal","15","815"
"2014","7","320","7","3","1887829","1590330","Funcionamiento","7","320"
"2014","7","320","7","3","162036","0","Personal","7","320"
"2014","10","380","7","3","43410744","39922146","Funcionamiento","10","380"
"2014","10","380","7","3","6227188","4205375","Inversión","10","380"
"2014","10","380","7","3","83565840","57440602","Personal","10","380"
"2014","15","815","7","3","157444","157444","Personal","15","815"
"2015","7","320","7","3","1470323","1462793","Funcionamiento","7","320"
"2015","10","380","7","3","57952978","56894647","Funcionamiento","10","380"
"2015","10","380","7","3","5082188","4942786","Inversión","10","380"
"2015","10","380","7","3","86760214","53834788","Personal","10","380"
"2015","15","815","7","3","174897","174897","Personal","15","815"
"2016","7","320","7","3","1436860","1400893","Funcionamiento","7","320"
"2016","10","380","7","3","79720085","54250059","Funcionamiento","10","380"
"2016","10","380","7","3","5287571","3566928","Inversión","10","380"
"2016","10","380","7","3","96633158","53844505","Personal","10","380"
"2016","15","815","7","3","188748","188748","Personal","15","815"
"2017","7","320","7","3","1478369","1330641","Funcionamiento","7","320"
"2017","10","380","7","3","65633110","63027998","Funcionamiento","10","380"
"2017","10","380","7","3","1633197","1415737","Inversión","10","380"
"2017","10","380","7","3","97444581","53333263","Personal","10","380"
"2017","15","815","7","3","205240","205240","Personal","15","815"
"2018","7","320","7","3","1660763","0","Funcionamiento","7","320"
"2018","10","380","7","3","54196718","0","Funcionamiento","10","380"
"2018","10","380","7","3","3422512","0","Inversión","10","380"
"2018","10","380","7","3","99275820","0","Personal","10","380"
"2018","15","815","7","3","226984","0","Personal","15","815"
"2019","7","320","7","3","1522268","0","Funcionamiento","7","320"
"2019","10","380","7","3","43987275","0","Funcionamiento","10","380"
"2019","10","380","7","3","797202","0","Inversión","10","380"
"2019","10","380","7","3","99693434","0","Personal","10","380"
"2019","10","382","7","3","8114064","0","Inversión","10","382"
"2011","7","320","7","1","318571106","261631334","Funcionamiento","7","320"
"2019","15","815","7","3","238904","0","Personal","15","815"
"2011","7","320","7","1","291799543","249897482","Inversión","7","320"
"2011","7","320","7","1","289914066","155713419","Personal","7","320"
"2011","7","322","7","1","11920159","0","Personal","7","322"
"2011","15","815","7","1","1169524","1169524","Personal","15","815"
"2012","7","320","7","1","365978164","306066910","Funcionamiento","7","320"
"2012","7","320","7","1","108864357","84134156","Inversión","7","320"
"2012","7","320","7","1","348391770","163708386","Personal","7","320"
"2013","7","320","7","1","332201704","313604698","Funcionamiento","7","320"
"2012","15","815","7","1","1231945","1231945","Personal","15","815"
"2013","7","320","7","1","132765744","107113101","Inversión","7","320"
"2013","7","320","7","1","381761116","180923275","Personal","7","320"
"2013","7","322","7","1","1","0","Personal","7","322"
"2013","15","815","7","1","1291482","1291482","Personal","15","815"
"2014","7","320","7","1","340861470","328705339","Funcionamiento","7","320"
"2014","7","320","7","1","87198569","81124775","Inversión","7","320"
"2014","7","320","7","1","360456634","214639379","Personal","7","320"
"2015","7","320","7","1","523667937","522219678","Funcionamiento","7","320"
"2014","15","815","7","1","1206972","1206972","Personal","15","815"
"2015","7","320","7","1","118030139","113131439","Inversión","7","320"
"2015","7","320","7","1","381886439","230828085","Personal","7","320"
"2015","15","815","7","1","1348486","1348486","Personal","15","815"
"2016","7","320","7","1","464478731","445132368","Funcionamiento","7","320"
"2016","7","320","7","1","100255461","89727179","Inversión","7","320"
"2016","7","320","7","1","393793975","280066990","Personal","7","320"
"2017","7","320","7","1","442233532","434551713","Funcionamiento","7","320"
"2016","15","815","7","1","1483867","1483867","Personal","15","815"
"2017","7","320","7","1","95933772","87388016","Inversión","7","320"
"2017","7","320","7","1","390006397","277379413","Personal","7","320"
"2017","15","815","7","1","1477552","1477552","Personal","15","815"
"2018","7","320","7","1","473988274","0","Funcionamiento","7","320"
"2018","7","320","7","1","107482462","0","Inversión","7","320"
"2018","7","320","7","1","402317931","0","Personal","7","320"
"2019","7","320","7","1","421019829","0","Funcionamiento","7","320"
"2018","15","815","7","1","1253193","0","Personal","15","815"
"2019","7","320","7","1","80613243","0","Inversión","7","320"
"2019","7","320","7","1","393845606","0","Personal","7","320"
"2019","15","815","7","1","1165997","0","Personal","15","815"
"2011","7","322","7","7","14111846","9326960","Funcionamiento","7","322"
"2011","7","322","7","7","7176964","4081669","Inversión","7","322"
"2011","7","322","7","7","7852558","4162510","Personal","7","322"
"2011","7","323","7","7","5128096","2590231","Funcionamiento","7","323"
"2011","7","323","7","7","2858632","769378","Inversión","7","323"
"2011","11","401","7","7","2638103","1566235","Funcionamiento","11","401"
"2011","11","401","7","7","1457692","384690","Inversión","11","401"
"2012","7","322","7","7","51219924","21624210","Funcionamiento","7","322"
"2012","7","322","7","7","109939263","50254169","Inversión","7","322"
"2012","7","322","7","7","27980457","11752794","Personal","7","322"
"2012","7","323","7","7","9279633","4265305","Funcionamiento","7","323"
"2012","7","323","7","7","21897980","19556332","Inversión","7","323"
"2012","11","401","7","7","4616371","1652638","Funcionamiento","11","401"
"2012","11","401","7","7","28604310","15303568","Inversión","11","401"
"2013","7","322","7","7","87374415","80311916","Funcionamiento","7","322"
"2013","7","322","7","7","132028053","119382701","Inversión","7","322"
"2013","7","322","7","7","30925709","27400055","Personal","7","322"
"2013","7","323","7","7","7640936","6097122","Funcionamiento","7","323"
"2013","7","323","7","7","74391391","65476476","Inversión","7","323"
"2013","11","401","7","7","8916732","3618129","Funcionamiento","11","401"
"2013","11","401","7","7","22196283","21527678","Inversión","11","401"
"2014","7","322","7","7","94589192","89885946","Funcionamiento","7","322"
"2014","7","322","7","7","131138848","122462117","Inversión","7","322"
"2014","7","322","7","7","50393760","33519548","Personal","7","322"
"2014","7","323","7","7","9923412","9922075","Funcionamiento","7","323"
"2014","7","323","7","7","44921627","39812619","Inversión","7","323"
"2014","11","401","7","7","5357877","5289422","Funcionamiento","11","401"
"2014","11","401","7","7","25817136","22459787","Inversión","11","401"
"2015","7","322","7","7","110668968","103016329","Funcionamiento","7","322"
"2015","7","322","7","7","236386286","229301853","Inversión","7","322"
"2015","7","322","7","7","57541538","37636997","Personal","7","322"
"2015","7","323","7","7","9930963","9388391","Funcionamiento","7","323"
"2015","7","323","7","7","53953621","53851803","Inversión","7","323"
"2015","11","401","7","7","3379475","3334336","Funcionamiento","11","401"
"2015","11","401","7","7","25587795","25272530","Inversión","11","401"
"2016","7","322","7","7","114338833","99614288","Funcionamiento","7","322"
"2016","7","322","7","7","297954532","194479469","Inversión","7","322"
"2016","7","322","7","7","47881772","44552170","Personal","7","322"
"2016","7","323","7","7","9922075","9470558","Funcionamiento","7","323"
"2016","7","323","7","7","5954592","4071595","Inversión","7","323"
"2016","11","401","7","7","5289422","3307598","Funcionamiento","11","401"
"2017","7","322","7","7","134393093","106799926","Funcionamiento","7","322"
"2017","7","322","7","7","298930594","284272217","Inversión","7","322"
"2017","7","322","7","7","53413255","48855445","Personal","7","322"
"2017","7","323","7","7","7022075","5450419","Funcionamiento","7","323"
"2017","7","323","7","7","11954592","11066258","Inversión","7","323"
"2017","11","401","7","7","5289422","5190702","Funcionamiento","11","401"
"2018","7","322","7","7","172784962","0","Funcionamiento","7","322"
"2018","7","322","7","7","206387308","0","Inversión","7","322"
"2018","7","322","7","7","57808249","0","Personal","7","322"
"2018","7","323","7","7","9922075","0","Funcionamiento","7","323"
"2018","7","323","7","7","25954592","0","Inversión","7","323"
"2018","11","401","7","7","5289422","0","Funcionamiento","11","401"
"2019","7","322","7","7","139951726","0","Funcionamiento","7","322"
"2019","7","322","7","7","275374964","0","Inversión","7","322"
"2019","7","322","7","7","58112560","0","Personal","7","322"
"2019","7","323","7","7","9922075","0","Funcionamiento","7","323"
"2019","7","323","7","7","20052682","0","Inversión","7","323"
"2019","11","401","7","7","5289422","0","Funcionamiento","11","401"
"2011","7","322","7","8","6160795","5919506","Funcionamiento","7","322"
"2011","7","322","7","8","740631","738413","Inversión","7","322"
"2011","7","322","7","8","29816616","20727924","Personal","7","322"
"2012","7","322","7","8","6562451","6260199","Funcionamiento","7","322"
"2012","7","322","7","8","495631","491729","Inversión","7","322"
"2012","7","322","7","8","33228896","22632714","Personal","7","322"
"2013","7","322","7","8","6829342","6427981","Funcionamiento","7","322"
"2013","7","322","7","8","495631","455050","Inversión","7","322"
"2013","7","322","7","8","37388500","25090053","Personal","7","322"
"2014","7","322","7","8","10926263","10467042","Funcionamiento","7","322"
"2014","7","322","7","8","495631","469931","Inversión","7","322"
"2014","7","322","7","8","47504616","34825447","Personal","7","322"
"2015","7","322","7","8","8389169","8227202","Funcionamiento","7","322"
"2015","7","322","7","8","495631","485969","Inversión","7","322"
"2015","7","322","7","8","52073475","36943714","Personal","7","322"
"2016","7","322","7","8","9800077","9530486","Funcionamiento","7","322"
"2016","7","322","7","8","469931","461877","Inversión","7","322"
"2016","7","322","7","8","56050830","40181570","Personal","7","322"
"2017","7","322","7","8","10033377","9438002","Funcionamiento","7","322"
"2017","7","322","7","8","469931","466534","Inversión","7","322"
"2017","7","322","7","8","50497813","42571110","Personal","7","322"
"2018","7","322","7","8","10092716","0","Funcionamiento","7","322"
"2018","7","322","7","8","469931","0","Inversión","7","322"
"2018","7","322","7","8","59727823","0","Personal","7","322"
"2019","7","322","7","8","10408711","0","Funcionamiento","7","322"
"2019","7","322","7","8","469931","0","Inversión","7","322"
"2019","7","322","7","8","57160492","0","Personal","7","322"
"2011","7","320","7","5","143745532","137069482","Funcionamiento","7","320"
"2011","7","320","7","5","19410145","19410055","Inversión","7","320"
"2011","7","320","7","5","645378639","565621531","Personal","7","320"
"2012","7","320","7","5","206452402","196446758","Funcionamiento","7","320"
"2011","15","815","7","5","210456","210456","Personal","15","815"
"2012","7","320","7","5","19410145","19408597","Inversión","7","320"
"2012","7","320","7","5","707966877","592116070","Personal","7","320"
